strategy,churn_rate,seed,n_nodes,n_shards,ticks,n_queries,success_rate,throughput_per_tick,mean_cost,p90_cost,total_control_cost,control_overhead_ratio,n_disruptions,mean_recovery_ticks,n_never_recovered,trial
static_centralized,0.0,683170,14,10,400,2852,1.0,7.13,22.799828166545346,36.51387851274842,0.0,0.0,0,,0,0
static_centralized,0.0,922520,14,10,400,2791,1.0,6.9775,27.723464152869514,54.635423993679495,0.0,0.0,0,,0,1
static_centralized,0.0,560076,14,10,400,2802,1.0,7.005,16.351406871534294,28.094165114306968,0.0,0.0,0,,0,2
static_centralized,0.05,324693,14,10,400,2758,0.5145032632342277,3.5475,14.473654518685004,26.61165189299999,0.0,0.0,21,0.0,0,0
static_centralized,0.05,584194,14,10,400,2698,0.6319495922905857,4.2625,18.754809036855008,32.064054477704545,0.0,0.0,18,0.3333333333333333,0,1
static_centralized,0.05,136403,14,10,400,2826,0.7384996461429583,5.2175,25.294761480525402,45.40742540265633,0.0,0.0,9,0.0,0,2
static_centralized,0.1,917819,14,10,400,2722,0.6311535635562087,4.295,18.14514177500591,35.82528209837022,0.0,0.0,36,0.0,0,0
static_centralized,0.1,267463,14,10,400,2739,0.7988316903979554,5.47,25.01213750144591,43.98795338499049,0.0,0.0,39,0.0,0,1
static_centralized,0.1,715409,14,10,400,2672,0.4528443113772455,3.025,16.90437452065305,31.77285647812241,0.0,0.0,31,0.6451612903225806,0,2
static_centralized,0.2,568847,14,10,400,2707,0.43258219431104544,2.9275,12.003451692796116,22.61218783360328,0.0,0.0,37,0.08108108108108109,0,0
static_centralized,0.2,40389,14,10,400,2760,0.4166666666666667,2.875,17.055443311294262,31.091261588569743,0.0,0.0,66,1.2424242424242424,0,1
static_centralized,0.2,724160,14,10,400,2874,0.34237995824634654,2.46,22.338050156992992,51.726736886468835,0.0,0.0,59,0.6949152542372882,0,2
adaptive_centralized,0.0,372946,14,10,400,2772,1.0,6.93,21.93995509393795,38.0392090235057,266.0,0.08755760368663594,0,,0,0
adaptive_centralized,0.0,55242,14,10,400,2869,1.0,7.1725,21.99132817882023,36.46580073578955,266.0,0.08484848484848485,0,,0,1
adaptive_centralized,0.0,829637,14,10,400,2812,1.0,7.03,20.04831241484518,36.36006682254849,266.0,0.08641975308641975,0,,0,2
adaptive_centralized,0.05,347860,14,10,400,2810,0.8320284697508897,5.845,23.379514719419387,38.64662988929871,266.0,0.10215053763440861,16,0.0,0,0
adaptive_centralized,0.05,582851,14,10,400,2771,0.8365211115120895,5.795,18.299205199320692,35.55951840798431,266.0,0.10294117647058823,16,0.0,0,1
adaptive_centralized,0.05,340721,14,10,400,2830,0.8014134275618374,5.67,14.27444108331642,26.407396764660742,266.0,0.10497237569060773,20,0.0,0,2
adaptive_centralized,0.1,311960,14,10,400,2748,0.5651382823871907,3.8825,23.961347547267657,40.612010551953446,266.0,0.1462341946124244,35,0.05714285714285714,0,0
adaptive_centralized,0.1,827531,14,10,400,2892,0.9304979253112033,6.7275,13.12564159110348,25.23396035923185,266.0,0.08995603652350355,21,0.0,0,1
adaptive_centralized,0.1,518713,14,10,400,2798,0.873481057898499,6.11,15.907750254370642,30.805902503278208,266.0,0.0981549815498155,24,0.5416666666666666,0,2
adaptive_centralized,0.2,780915,14,10,400,2829,0.5019441498762813,3.55,27.0413071643866,50.125706940627786,266.0,0.15776986951364175,51,1.7291666666666667,3,0
adaptive_centralized,0.2,810941,14,10,400,2704,0.5488165680473372,3.71,15.538283899183533,31.253646913773213,266.0,0.152,70,2.1857142857142855,0,1
adaptive_centralized,0.2,502746,14,10,400,2845,0.318804920913884,2.2675,14.657846023896468,28.78760430960348,266.0,0.226768968456948,63,1.1290322580645162,1,2
decentralized_greedy,0.0,43593,14,10,400,2881,0.982297813259285,7.075,17.155385028856003,29.003204580249413,4800.0,0.6290956749672346,0,,0,0
decentralized_greedy,0.0,336012,14,10,400,2724,0.9926578560939795,6.76,15.608011513973238,26.859453299472786,4800.0,0.6396588486140725,0,,0,1
decentralized_greedy,0.0,761984,14,10,400,2891,0.9844344517468004,7.115,23.169371120921674,38.33829366226476,4800.0,0.6277792309704421,0,,0,2
