strategy,churn_rate,seed,n_nodes,n_shards,ticks,n_queries,success_rate,throughput_per_tick,mean_cost,p90_cost,total_control_cost,control_overhead_ratio,n_disruptions,mean_recovery_ticks,n_never_recovered,arm,trial
static_centralized,0.2,25638,14,10,400,2850,0.43473684210526314,3.0975,13.593066900801128,26.78552361988809,0.0,0.0,37,1.5945945945945945,0,shard_migration,15
static_centralized,0.2,874288,14,10,400,2754,0.4262890341321714,2.935,11.35311222806317,21.64028662886691,0.0,0.0,51,0.0784313725490196,0,shard_migration,16
static_centralized,0.2,83627,14,10,400,2902,0.45899379738111645,3.33,16.21939615255347,31.539621586388822,0.0,0.0,35,0.08823529411764706,0,shard_migration,17
static_centralized,0.2,812014,14,10,400,2835,0.2948853615520282,2.09,20.17732683331323,43.61925373213304,0.0,0.0,48,3.2,3,shard_migration,18
static_centralized,0.2,753317,14,10,400,2734,0.4195318215069495,2.8675,12.890723257671016,27.07227145078169,0.0,0.0,48,0.08333333333333333,0,shard_migration,19
static_centralized,0.2,228645,14,10,400,2700,1.0,6.75,40.24009913903365,71.6175141470304,0.0,0.0,45,0.28888888888888886,0,latency_shift,0
static_centralized,0.2,122839,14,10,400,2855,1.0,7.1375,22.158235124157148,40.982786553740866,0.0,0.0,30,0.0,0,latency_shift,1
static_centralized,0.2,614500,14,10,400,2795,1.0,6.9875,35.97114379512646,76.00456663028822,0.0,0.0,44,0.13953488372093023,1,latency_shift,2
static_centralized,0.2,716261,14,10,400,2771,1.0,6.9275,28.039472844611975,63.2553074871991,0.0,0.0,35,1.8571428571428572,0,latency_shift,3
static_centralized,0.2,607692,14,10,400,2774,1.0,6.935,62.66613021434636,125.90476177366591,0.0,0.0,34,0.24242424242424243,1,latency_shift,4
static_centralized,0.2,10949,14,10,400,2726,1.0,6.815,29.850166588566708,50.99043092529885,0.0,0.0,34,0.0,0,latency_shift,5
static_centralized,0.2,873131,14,10,400,2790,1.0,6.975,37.39324694773521,76.51259331676967,0.0,0.0,34,0.0,0,latency_shift,6
static_centralized,0.2,218606,14,10,400,2819,1.0,7.0475,50.86513953069205,234.7491266439513,0.0,0.0,35,0.30303030303030304,2,latency_shift,7
static_centralized,0.2,609598,14,10,400,2861,1.0,7.1525,29.14820169509329,55.020727808541274,0.0,0.0,27,0.0,0,latency_shift,8
static_centralized,0.2,71655,14,10,400,2725,1.0,6.8125,33.500828201231265,59.00911099857822,0.0,0.0,32,0.125,0,latency_shift,9
static_centralized,0.2,224083,14,10,400,2848,1.0,7.12,46.21515962003319,98.53252150237662,0.0,0.0,53,0.058823529411764705,2,latency_shift,10
static_centralized,0.2,977176,14,10,400,2849,1.0,7.1225,34.67600278448851,46.775601151480224,0.0,0.0,35,7.0,0,latency_shift,11
static_centralized,0.2,656724,14,10,400,2797,1.0,6.9925,35.52011029018453,63.75981763199534,0.0,0.0,38,0.0,0,latency_shift,12
static_centralized,0.2,904357,14,10,400,2802,1.0,7.005,60.96729844776009,79.87715672858756,0.0,0.0,36,0.9375,4,latency_shift,13
