strategy,churn_rate,seed,n_nodes,n_shards,ticks,n_queries,success_rate,throughput_per_tick,mean_cost,p90_cost,total_control_cost,control_overhead_ratio,n_disruptions,mean_recovery_ticks,n_never_recovered,trial
antsql,0.0,202782,14,10,400,2884,0.9972260748959778,7.19,26.26115726961488,56.30463634366448,781.0,0.2135630298058518,0,,0,4
static_centralized,0.0,704882,14,10,400,2812,1.0,7.03,21.71088283981231,36.69196287637439,0.0,0.0,0,,0,5
adaptive_centralized,0.0,704882,14,10,400,2812,1.0,7.03,21.71088283981231,36.69196287637439,266.0,0.08641975308641975,0,,0,5
decentralized_greedy,0.0,704882,14,10,400,2812,0.9903982930298719,6.9625,21.729669348559124,36.69196287637439,4800.0,0.6328279499011207,0,,0,5
antsql,0.0,704882,14,10,400,2812,0.998221906116643,7.0175,33.31316898497435,70.42403337536109,914.0,0.24563289438323033,0,,0,5
static_centralized,0.0,572075,14,10,400,2869,1.0,7.1725,17.368018985629757,28.667292253887315,0.0,0.0,0,,0,6
adaptive_centralized,0.0,572075,14,10,400,2869,1.0,7.1725,17.368018985629757,28.667292253887315,266.0,0.08484848484848485,0,,0,6
decentralized_greedy,0.0,572075,14,10,400,2869,0.9888462879051935,7.0925,17.341528657283867,28.667292253887315,4800.0,0.6285190519837632,0,,0,6
antsql,0.0,572075,14,10,400,2869,0.9979086789822238,7.1575,25.92243742873187,52.26593447751054,750.0,0.20758372543592582,0,,0,6
static_centralized,0.0,165803,14,10,400,2814,1.0,7.035,17.472929927896093,28.59615877614945,0.0,0.0,0,,0,7
adaptive_centralized,0.0,165803,14,10,400,2814,1.0,7.035,17.472929927896093,28.59615877614945,266.0,0.08636363636363636,0,,0,7
decentralized_greedy,0.0,165803,14,10,400,2814,0.9825870646766169,6.9125,17.486523667825207,28.70848452065117,4800.0,0.634500991407799,0,,0,7
antsql,0.0,165803,14,10,400,2814,0.9975124378109452,7.0175,27.75376331877987,59.19815744331694,768.0,0.21482517482517482,0,,0,7
static_centralized,0.0,946590,14,10,400,2711,1.0,6.7775,18.296556078988857,32.268677565051945,0.0,0.0,0,,0,8
adaptive_centralized,0.0,946590,14,10,400,2711,1.0,6.7775,18.296556078988857,32.268677565051945,266.0,0.0893516963385959,0,,0,8
decentralized_greedy,0.0,946590,14,10,400,2711,0.9881962375507193,6.6975,18.22723224580705,32.268677565051945,4800.0,0.6417970316887285,0,,0,8
antsql,0.0,946590,14,10,400,2711,0.99889339727038,6.77,26.692162363950697,54.78251078643364,728.0,0.21187427240977882,0,,0,8
static_centralized,0.0,278098,14,10,400,2832,1.0,7.08,20.818793904494346,34.751809388910935,0.0,0.0,0,,0,9
adaptive_centralized,0.0,278098,14,10,400,2832,1.0,7.08,20.818793904494346,34.751809388910935,266.0,0.08586184635248548,0,,0,9
decentralized_greedy,0.0,278098,14,10,400,2832,0.9869350282485876,6.9875,21.04918662102246,34.751809388910935,4800.0,0.6319947333772219,0,,0,9
antsql,0.0,278098,14,10,400,2832,0.9978813559322034,7.065,34.55109744847864,75.80889478042937,851.0,0.23143867283111233,0,,0,9
static_centralized,0.0,187824,14,10,400,2749,1.0,6.8725,15.386920879760595,28.154193705460614,0.0,0.0,0,,0,10
adaptive_centralized,0.0,187824,14,10,400,2749,1.0,6.8725,15.386920879760595,28.154193705460614,266.0,0.08822553897180763,0,,0,10
decentralized_greedy,0.0,187824,14,10,400,2749,0.9887231720625682,6.795,15.402272287573197,28.154193705460614,4800.0,0.6384676775738228,0,,0,10
antsql,0.0,187824,14,10,400,2749,0.9949072389959985,6.8375,29.467414221786385,57.52836116553723,853.0,0.23773690078037904,0,,0,10
static_centralized,0.0,402840,14,10,400,2873,1.0,7.1825,20.30229361788138,39.94313666464954,0.0,0.0,0,,0,11
adaptive_centralized,0.0,402840,14,10,400,2873,1.0,7.1825,20.30229361788138,39.94313666464954,266.0,0.08474036317298503,0,,0,11
decentralized_greedy,0.0,402840,14,10,400,2873,0.98746954403063,7.0925,20.232246625668626,39.94313666464954,4800.0,0.6285190519837632,0,,0,11
antsql,0.0,402840,14,10,400,2873,0.995475113122172,7.15,26.30351636668516,51.07358493292168,838.0,0.22660897782585182,0,,0,11
static_centralized,0.0,594121,14,10,400,2792,1.0,6.98,21.309357485841534,36.696963503447535,0.0,0.0,0,,0,12
adaptive_centralized,0.0,594121,14,10,400,2792,1.0,6.98,21.309357485841534,36.696963503447535,266.0,0.08698495748855462,0,,0,12
decentralized_greedy,0.0,594121,14,10,400,2792,0.9881805157593123,6.8975,21.27254514878991,36.696963503447535,4800.0,0.6350046302420955,0,,0,12
antsql,0.0,594121,14,10,400,2792,0.9996418338108882,6.9775,32.19796788015819,61.300825977822285,736.0,0.20867592855117664,0,,0,12
static_centralized,0.0,126855,14,10,400,2754,1.0,6.885,19.628373921542682,34.9273909749058,0.0,0.0,0,,0,13
adaptive_centralized,0.0,126855,14,10,400,2754,1.0,6.885,19.628373921542682,34.9273909749058,266.0,0.0880794701986755,0,,0,13
decentralized_greedy,0.0,126855,14,10,400,2754,0.9891067538126361,6.81,19.672699167345908,34.9273909749058,4800.0,0.6379585326953748,0,,0,13
antsql,0.0,126855,14,10,400,2754,0.9981844589687727,6.8725,28.329308133605345,54.96062703690539,729.0,0.20960322024151812,0,,0,13
static_centralized,0.0,695066,14,10,400,2835,1.0,7.0875,23.48128035310609,40.35337815106702,0.0,0.0,0,,0,14
adaptive_centralized,0.0,695066,14,10,400,2835,1.0,7.0875,23.48128035310609,40.35337815106702,266.0,0.08577878103837472,0,,0,14
decentralized_greedy,0.0,695066,14,10,400,2835,0.9865961199294533,6.9925,23.400936019100936,40.35337815106702,4800.0,0.6318283532973542,0,,0,14
antsql,0.0,695066,14,10,400,2835,0.9738977072310405,6.9025,35.128022827401765,68.72360589063771,812.0,0.2272600055975371,0,,0,14
static_centralized,0.0,367083,14,10,400,2741,1.0,6.8525,18.015980300554176,29.198901021749446,0.0,0.0,0,,0,15
adaptive_centralized,0.0,367083,14,10,400,2741,1.0,6.8525,18.015980300554176,29.198901021749446,266.0,0.0884602593947456,0,,0,15
decentralized_greedy,0.0,367083,14,10,400,2741,0.9879605983217804,6.77,18.011711293619996,29.198901021749446,4800.0,0.6393180607352158,0,,0,15
antsql,0.0,367083,14,10,400,2741,0.9974461875228019,6.835,31.884958442087154,63.00455213679744,909.0,0.24951962668130662,0,,0,15
static_centralized,0.0,413472,14,10,400,2760,1.0,6.9,20.965573778465835,34.543980227028584,0.0,0.0,0,,0,16
adaptive_centralized,0.0,413472,14,10,400,2760,1.0,6.9,20.965573778465835,34.543980227028584,266.0,0.08790482485128882,0,,0,16
decentralized_greedy,0.0,413472,14,10,400,2760,0.9902173913043478,6.8325,20.946720363071616,34.543980227028584,4800.0,0.6371963361210673,0,,0,16
antsql,0.0,413472,14,10,400,2760,0.9985507246376811,6.89,32.117898770096254,69.25286112013409,902.0,0.24658283214871515,0,,0,16
static_centralized,0.0,538988,14,10,400,2761,1.0,6.9025,20.7902145190091,37.705705577939746,0.0,0.0,0,,0,17
adaptive_centralized,0.0,538988,14,10,400,2761,1.0,6.9025,20.7902145190091,37.705705577939746,266.0,0.08787578460521969,0,,0,17
decentralized_greedy,0.0,538988,14,10,400,2761,0.987323433538573,6.815,20.711126217473375,37.705705577939746,4800.0,0.6377889981397821,0,,0,17
antsql,0.0,538988,14,10,400,2761,0.9974646867077146,6.885,36.95691573318412,80.92423413872982,1000.0,0.2663825253063399,0,,0,17
static_centralized,0.0,325750,14,10,400,2881,1.0,7.2025,17.757712684748906,29.99741184495358,0.0,0.0,0,,0,18
adaptive_centralized,0.0,325750,14,10,400,2881,1.0,7.2025,17.757712684748906,29.99741184495358,266.0,0.08452494439148395,0,,0,18
decentralized_greedy,0.0,325750,14,10,400,2881,0.990628254078445,7.135,17.812023588230634,29.99741184495358,4800.0,0.6271230729030572,0,,0,18
antsql,0.0,325750,14,10,400,2881,0.9979173897952099,7.1875,25.58719512631715,50.8231930950267,909.0,0.24022198731501057,0,,0,18
static_centralized,0.0,911377,14,10,400,2701,1.0,6.7525,14.04273598084774,22.841165972041715,0.0,0.0,0,,0,19
adaptive_centralized,0.0,911377,14,10,400,2701,1.0,6.7525,14.04273598084774,22.841165972041715,266.0,0.08965284799460735,0,,0,19
decentralized_greedy,0.0,911377,14,10,400,2701,0.9863013698630136,6.66,14.03762670018326,22.841165972041715,4800.0,0.6430868167202572,0,,0,19
antsql,0.0,911377,14,10,400,2701,0.9988893002591632,6.745,21.152225518878854,42.05865248729776,813.0,0.2315579606949587,0,,0,19
static_centralized,0.05,346161,14,10,400,2789,0.8522768017210469,5.9425,19.670591087200822,34.60766418792157,0.0,0.0,9,0.0,0,0
adaptive_centralized,0.05,346161,14,10,400,2789,0.9605593402653281,6.6975,20.713702726026323,34.91851489158915,266.0,0.09032258064516129,9,0.0,0,0
decentralized_greedy,0.05,346161,14,10,400,2789,0.8684116170670492,6.055,19.284766259826217,34.43880958084894,4500.0,0.6501011268419532,9,0.0,0,0
antsql,0.05,346161,14,10,400,2789,0.9641448547866619,6.7225,33.713699974113155,68.73331603837023,828.0,0.23542792152402617,9,0.0,0,0
static_centralized,0.05,596868,14,10,400,2819,0.8151826888967719,5.745,10.178318726986173,19.06788174873832,0.0,0.0,13,0.0,0,1
adaptive_centralized,0.05,596868,14,10,400,2819,0.9595601277048599,6.7625,10.693490317363574,19.276298778788593,266.0,0.08953214405923932,13,0.0,0,1
decentralized_greedy,0.05,596868,14,10,400,2819,0.8385952465413267,5.91,10.068353132370547,19.06788174873832,4579.0,0.6595131787411782,13,0.0,2,1
antsql,0.05,596868,14,10,400,2819,0.9861653068463995,6.95,17.30106534872915,37.58312443064526,858.0,0.23584387025838371,13,9.615384615384615,0,1
static_centralized,0.05,882883,14,10,400,2797,0.2967465141222739,2.075,16.232189050482518,33.943368763104175,0.0,0.0,17,0.058823529411764705,0,2
adaptive_centralized,0.05,882883,14,10,400,2797,0.5509474436896675,3.8525,22.57765988134912,42.320224758528546,266.0,0.14720531267293857,17,0.75,1,2
decentralized_greedy,0.05,882883,14,10,400,2797,0.3375044690740079,2.36,16.635131699003335,35.139346882599895,3113.0,0.767315750554597,17,0.0,0,2
antsql,0.05,882883,14,10,400,2797,0.5405791919914193,3.78,35.79553562137482,70.43995737230557,755.0,0.3330392589325099,17,0.4117647058823529,0,2
static_centralized,0.05,331797,14,10,400,2778,0.9582433405327574,6.655,23.534140704468403,37.95190657871446,0.0,0.0,12,0.0,0,3
adaptive_centralized,0.05,331797,14,10,400,2778,0.9812814974802015,6.815,23.751490263619498,39.43993852254449,266.0,0.08890374331550802,12,0.0,0,3
decentralized_greedy,0.05,331797,14,10,400,2778,0.9506839452843773,6.6025,23.454928167913554,38.246025960861786,4682.0,0.6393554554144476,12,0.0,0,3
antsql,0.05,331797,14,10,400,2778,0.9866810655147589,6.8525,42.15746049833113,87.25980277233406,878.0,0.24260845537441283,12,0.0,0,3
static_centralized,0.05,935401,14,10,400,2782,0.6480948957584471,4.5075,17.573237317583843,28.793513888413493,0.0,0.0,16,0.125,0,4
adaptive_centralized,0.05,935401,14,10,400,2782,0.8547807332854062,5.945,18.094668764259772,29.905669967564144,266.0,0.10060514372163389,16,0.0,0,4
decentralized_greedy,0.05,935401,14,10,400,2782,0.7088425593098491,4.93,16.906207408246047,28.793513888413493,3913.0,0.664910790144435,16,0.125,0,4
antsql,0.05,935401,14,10,400,2782,0.8173975557153127,5.685,26.506766117945837,46.891148001941225,940.0,0.2924704418170504,16,0.0,0,4
static_centralized,0.05,275805,14,10,400,2779,0.5761065131342209,4.0025,21.260639251097007,38.92133012851277,0.0,0.0,23,0.043478260869565216,0,5
adaptive_centralized,0.05,275805,14,10,400,2779,0.8085642317380353,5.6175,25.376032038007168,45.080150813584794,266.0,0.10584958217270195,23,1.0869565217391304,0,5
decentralized_greedy,0.05,275805,14,10,400,2779,0.605253688377114,4.205,21.307748441298155,42.747648848744916,3550.0,0.6785168195718655,23,0.043478260869565216,0,5
