strategy,churn_rate,seed,n_nodes,n_shards,ticks,n_queries,success_rate,throughput_per_tick,mean_cost,p90_cost,total_control_cost,control_overhead_ratio,n_disruptions,mean_recovery_ticks,n_never_recovered,max_query_hops,trial
antsql,0.2,442918,14,10,400,2769,0.6316359696641387,4.3725,15.37962911140617,32.48283625246201,762.0,0.3034647550776583,49,0.5306122448979592,0,4,6
adaptive_centralized,0.2,442918,14,10,400,2769,0.8342361863488624,5.775,17.912566414375608,33.02030557761637,266.0,0.10326086956521739,49,0.0,0,6,6
antsql,0.2,442918,14,10,400,2769,0.7396171903214157,5.12,21.2027498067053,43.95020876567931,855.0,0.29452290733723735,49,0.5918367346938775,0,6,6
adaptive_centralized,0.2,442918,14,10,400,2769,0.8356807511737089,5.785,17.958687606558186,33.02030557761637,266.0,0.10310077519379846,49,0.0,0,8,6
antsql,0.2,442918,14,10,400,2769,0.8183459732755507,5.665,25.227763676670193,53.971102232886366,746.0,0.24767596281540505,49,0.3469387755102041,0,8,6
adaptive_centralized,0.2,442918,14,10,400,2769,0.8356807511737089,5.785,17.958687606558186,33.02030557761637,266.0,0.10310077519379846,49,0.0,0,10,6
antsql,0.2,442918,14,10,400,2769,0.8136511375947996,5.6325,25.671256221051483,55.121962278143435,723.0,0.24294354838709678,49,0.3673469387755102,0,10,6
adaptive_centralized,0.2,442918,14,10,400,2769,0.8356807511737089,5.785,17.958687606558186,33.02030557761637,266.0,0.10310077519379846,49,0.0,0,15,6
antsql,0.2,442918,14,10,400,2769,0.8421812928855182,5.83,28.754058463476298,63.48898014119023,987.0,0.2973787285326906,49,0.3877551020408163,0,15,6
adaptive_centralized,0.2,442918,14,10,400,2769,0.8356807511737089,5.785,17.958687606558186,33.02030557761637,266.0,0.10310077519379846,49,0.0,0,25,6
antsql,0.2,442918,14,10,400,2769,0.8421812928855182,5.83,28.754058463476298,63.48898014119023,987.0,0.2973787285326906,49,0.3877551020408163,0,25,6
adaptive_centralized,0.2,496462,14,10,400,2807,0.6216601353758461,4.3625,20.977130810446614,36.993868965448925,266.0,0.13227250124316262,62,0.03225806451612903,0,4,7
antsql,0.2,496462,14,10,400,2807,0.41681510509440683,2.925,19.243898299916868,39.57659516952715,876.0,0.4281524926686217,62,0.4915254237288136,3,4,7
